sourceId,sourceName,author,title,description,url,urlToImage,publishedAt,content
None,"udn 聯合新聞網",記者陳婕翎、陳雨鑫／,"新增1例！菲籍移工參加確診友人喪禮 來台出關前採檢陽性 - udn OOPS! ","<ol><li>新增1例！菲籍移工參加確診友人喪禮 來台出關前採檢陽性  udn OOPS! 新鮮事
</li><li>武漢肺炎》美單日確診逾9萬創新高 全國飆破900萬例  自由時報電子報
</li><li>新冠肺炎增1境外移入 曾染疫菲籍移工檢疫期滿二度確診  Yahoo奇摩新聞
</li><li>COVID-19 新冠病毒全球疫情懶人包全球確診破4506萬例法國兩日激增8.3萬例疫情再",https://udn.com/news/story/120940/4975917,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2020/10/30/realtime/8884226.jpg&s=,"2020-10-30 06:07:03","130(555)1015
55591013114
9171820103109
101510297
101787(100194)554462553611(530)751433"
None,"udn 聯合新聞網",記者陳婕翎、陳雨鑫／,"新增2例境外移入 菲籍女出關陰性7天後卻轉陽 - udn OOPS! 新鮮事","<ol><li>新增2例境外移入 菲籍女出關陰性7天後卻轉陽  udn OOPS! 新鮮事
</li><li>1024新增2例境外移入!指揮中心召開記者會說明｜民視快新聞｜  民視新聞網 Formosa TV News network
</li><li>武漢肺炎新增2例境外移入 指揮中心下午2點記者會說明  自由時報電子報
</li><li>武肺疫報｜新增2例境外移入！菲籍女移工無症狀檢疫期",https://udn.com/news/story/120940/4960676,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2020/10/24/realtime/8822031.jpg&s=,"2020-10-24 06:09:04","2
5492093031013
102212336
55030102101810212
100306(99044)55045855361750241"
None,"udn 聯合新聞網",轉角24小時,日本「立皇嗣之禮」：皇太子的壺切御劍與女系天皇矛盾,「這把劍，聯繫著天皇的萬世一系...」日本皇室在11月8日舉行「立皇嗣之禮」，正式將現任的德仁天皇之弟——秋篠宮文仁親王——訂立為繼承天皇皇位第一順位的皇嗣。因應新型冠狀病毒（COVID-19，俗稱武漢肺炎）的防疫措施，儀式從本來預定的4月延後到11月之外，也減縮了流程規模。在立皇嗣之禮上，秋篠宮傳承了象徵皇太子地位的「壺切御劍」，與哥哥德仁天皇即位時獲得的「天叢雲劍」彼此呼應，作為天皇血脈傳遞的,https://global.udn.com/global_vision/story/8662/5000716,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2020/11/09/1/9043152.jpg&x=0&y=0&s,"2020-11-09 09:28:40",None
None,"udn 聯合新聞網",編譯易起宇／綜合外電,"日本燒肉店為何能在新冠疫情中屹立不搖？ - UDN 聯合新聞網","<ol><li>日本燒肉店為何能在新冠疫情中屹立不搖？  UDN 聯合新聞網
</li><li>新冠疫情重擊下，全球只有這3個國家出口依舊強勁！  風傳媒
</li><li>武漢肺炎全球最新情報10/24  中央社即時新聞
</li><li>健康網》為什麼武漢肺炎如此危險？ 4點要知道的病毒特徵- 新知傳真  自由時報電子報
</li><li>疫情仍不見盡頭…武肺全球狀況一覽表  Yaho",https://udn.com/news/story/6812/4959738,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2020/10/23/realtime/8816841.jpg&s=,"2020-10-23 15:58:05","KingMonogatari Corp.422073%
6King2.4%710.3%7
2,9803,980
622
Watami563,0001,800
840%85%
78Hot Pepper Gourmet1,032205948.4%44.6%"
None,Chinatimes.com,林周義,"星媒酸台灣防疫 新冠零本土卻輸出病例 - 中時新聞網 Chinatimes.co","<ol><li>星媒酸台灣防疫 新冠零本土卻輸出病例  中時新聞網 Chinatimes.com
</li><li>武漢肺炎增1例境外移入 指揮中心下午2時說明  中央社即時新聞
</li><li>台連200天無本土個案境外移入增3例｜華視新聞20201029  中華電視公司
</li><li>武漢肺炎》案555男子在菲國曾與染疫者同住莊人祥：返台檢疫期滿確診| 生活  新頭殼
</li>",https://www.chinatimes.com/realtimenews/20201030003286-260405,https://images.chinatimes.com/newsphoto/2020-10-30/900/20201030003336.jpg,"2020-10-30 06:35:42",<ol><li></li><li></li><li></li><li></li><li></li></ol>
None,Storm.mg,陳煜,最新薪資調查出爐！年均月薪53000元　這產業調薪率最高,新冠肺炎（武漢肺炎）疫情衝擊產業，連帶影響台灣勞工「薪情」。104人力銀行於今（10）日公布2020年薪資福利調查，...,https://www.storm.mg/article/3194893,https://image.cache.storm.mg/styles/smg-800x533-fp/s3/media/image/2020/07/03/20200703-050829_U1085_M,"2020-11-11 03:11:23","1041020206410006360000.7%364100053000
64%201971.7%6.3%29.7%
0.94520191.081.41"
None,Storm.mg,李瑋萱,有錢拿嗎、安全嗎？催生國產新冠疫苗　疫情指揮中心徵求2萬名受試者,新冠肺炎（武漢肺炎）疫情延燒，為加速國產新冠疫苗臨床試驗，中央流行疫情指揮中心今（11）日宣布，將設立臨床試驗登記平台，有意願參與試驗者，...,https://www.storm.mg/article/3195878,https://image.cache.storm.mg/styles/smg-800x533-fp/s3/media/image/2020/10/21/20201021-022231_U8719_M,"2020-11-11 07:34:15",None
None,Storm.mg,羅立邦,東洋代理疫苗破局被指「林全栽在陳時中手上」　陳時中說話了,新冠肺炎（武漢肺炎）肆虐全球，台灣東洋代理德國BNT疫苗談判破局，國民黨前秘書長蔡正元酸說，只怪東洋董事長林全沒有「反中基因」，...,https://www.storm.mg/article/3206154,https://image.cache.storm.mg/styles/smg-800x533-fp/s3/media/image/2020/10/19/20201019-042912_U18440_,"2020-11-15 01:00:01",None
None,Storm.mg,陳煜,東洋疫苗「買空賣空、坑殺股民」？林全坦言：交易量不正常,台灣東洋因代理新冠肺炎（武漢肺炎）破局引發爭議，董事長林全今（12）日親自召開記者會強調，破局主因是沒有政府口頭或書面保證，...,https://www.storm.mg/article/3199889,https://image.cache.storm.mg/styles/smg-800x533-fp/s3/media/image/2020/11/11/20201111-040505_U19752_,"2020-11-12 10:26:28",None
None,Storm.mg,羅立邦,林全質疑台灣東洋內線交易　羅智強：檢調敢查內閣這2人嗎？,台灣東洋代理新冠肺炎（武漢肺炎）疫苗談判破局，引發外界質疑內線交易、炒股，董事長林全12日坦言，「的確有內線交易可能」，...,https://www.storm.mg/article/3206118,https://image.cache.storm.mg/styles/smg-800x533-fp/s3/media/image/2020/11/03/20201103-105604_U6571_M,"2020-11-14 14:31:18",1015384.332170082.2113570679.84571.4
None,"udn 聯合新聞網",記者邱宜君／台北即時,"歐洲疫情火箭式飆升 全球確診將超越兩個台灣人口 - udn OOPS! 新鮮事","<ol><li>歐洲疫情火箭式飆升 全球確診將超越兩個台灣人口  udn OOPS! 新鮮事
</li><li>武漢肺炎單日死亡數破紀錄 傳法國將實施1個月全國封鎖  自由時報電子報
</li><li>天氣轉涼 全美確診飆新高 7天平均每日6.8萬人  世界日報
</li><li>新冠特效藥將問世？這國宣稱可完全消滅病毒且無副作用  經濟日報
</li><li>新冠肺炎歐洲疫情又告急 法國",https://udn.com/news/story/120944/4969882,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2020/10/28/realtime/8852400.png&s=,"2020-10-28 04:26:05",None
None,Storm.mg,財經中心,歐美新冠疫情再度拉警報！資金轉進美元債市避風頭,歐美新冠肺炎（武漢肺炎）疫情再度拉警報，為減輕對經濟造成的衝擊，市場預期，歐洲央行將在本周四宣布擴大「抗疫購債計畫」規模，...,https://www.storm.mg/article/3154784,https://image.cache.storm.mg/styles/smg-800x533-fp/s3/media/image/2020/10/29/20201029-062743_U720_M6,"2020-10-29 01:20:28",None
None,Storm.mg,中央社,武漢肺炎台灣新增8例境外移入、日本單日超過1千例再創新高！專家憂：第3波疫情已到,中央流行疫情指揮中心今（13）日宣布，台灣新增8例武漢肺炎（2019冠狀病毒疾病，COVID-19）境外移入病例，目前累計597例...,https://www.storm.mg/lifestyle/3200722,https://image.cache.storm.mg/styles/smg-800x533-fp/s3/media/image/2020/07/13/20200713-031005_U7321_M,"2020-11-13 03:11:50",None
None,Storm.mg,陳煜,民眾憂打疫苗不良反應！重症醫揭「致命數據」：不打更危險,今年因新冠肺炎（武漢肺炎）疫情，許多民眾搶打流感疫苗，不料卻屢傳「流感疫苗接種不良事件」，其中嚴重個案共25件、死亡案例4件，引發民眾熱議...,https://www.storm.mg/article/3151570,https://image.cache.storm.mg/styles/smg-800x533-fp/s3/media/image/2020/10/21/20201021-051453_U8719_M,"2020-10-28 03:01:35","25427
2019176296483105242041218%966018%1729
1%964
4500"
None,"udn 聯合新聞網",巴黎27日專電,"法媒：疫情已失控 恐再度全國封城 - UDN 聯合新聞網","<ol><li>法媒：疫情已失控 恐再度全國封城  UDN 聯合新聞網
</li><li>武漢肺炎單日死亡數破紀錄 傳法國將實施1個月全國封鎖  自由時報電子報
</li><li>歐亞疫情不平靜 伊朗單日確診及不治人數創新高  世界日報
</li><li>歐洲疫情火箭式飆升 全球確診將超越兩個台灣人口  udn OOPS! 新鮮事
</li><li>快新聞／傳法國當局考慮全國封鎖一個月 週",https://udn.com/news/story/120944/4969237,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2020/10/28/98/8851014.jpg&s=Y&x=0&,"2020-10-28 00:51:00","Le Monde
2019COVID-19255
Emmanuel MacronJean Castex
BFMBFM TV35
Le Figaro
3
8
97
Gabriel Attal 
24523266243300027000
29001485800"
None,Storm.mg,徐炳文,港務公司推動國際商港通行證E化　落實實名制政策,臺灣港務股份有限公司表示，自COVID-19(武漢肺炎)疫情爆發前，該公司即配合中央流行疫情指揮中心之指示，...,https://www.storm.mg/localarticle/3156291,https://image.cache.storm.mg/styles/smg-800x533-fp/s3/media/image/2020/10/29/20201029-041552_U14116_,"2020-10-29 08:21:47",None
None,"udn 聯合新聞網",綜合報導,"男星休葛蘭也確診新冠！ 自曝「狂聞垃圾桶、眼球脹大3倍」 - UDN 聯合新聞網","<ol><li>男星休葛蘭也確診新冠！ 自曝「狂聞垃圾桶、眼球脹大3倍」  UDN 聯合新聞網
</li><li>休葛蘭染新冠肺炎失嗅覺崩潰聞垃圾桶  TVBS NEWS
</li><li>休葛蘭自爆得新冠肺炎「眼球腫3倍大」 崩潰到處聞垃圾桶  Yahoo奇摩新聞
</li><li>《K歌情人》休葛蘭確診新冠肺炎！ 崩潰聞垃圾桶「眼球脹大3倍」  ETtoday星光雲
</li><li>",https://udn.com/news/story/120944/5009816,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2019/01/16/1/5800102.jpg&s=Y&x=0&y,"2020-11-12 08:54:17","(Brigham and Women's Hospital)..."
None,Ettoday.net,ETtoday新聞雲,"疫情回彈！新研究證明「病毒傳播更快」 關鍵原因驚人曝光 - ETtoday 新聞","<ol><li>疫情回彈！新研究證明「病毒傳播更快」 關鍵原因驚人曝光  ETtoday 新聞雲
</li><li>武漢肺炎全球最新情報10/24  中央社即時新聞
</li><li>全球武漢肺炎超過4200萬例確診 逾114萬人病歿  自由時報電子報
</li><li>洛縣疫情趨緩 商家重啟鬆綁  世界日報
</li><li>酒店業者斷炊被建商解約｜ 蘋果新聞網  台灣蘋果日報
</l",https://www.ettoday.net/news/20201024/1838482.htm,https://cdn2.ettoday.net/images/5219/d5219615.jpg,"2020-10-23 16:52:00","Arnauds Fontanet232019COVID-19
BFM…8
22416229990432
992/3
68
91
Jean Castex11"
None,Storm.mg,黃天如,疫情年人力板塊大地震！外籍白領反增14%、年年攀升的藍領竟首度減少了,新冠肺炎（武漢肺炎）肆虐，對全球人力移動造成重大影響。根據統計，截至今年9月底，台灣外籍藍領人數69萬9218人，較去年底減少了近2萬人；...,https://www.storm.mg/article/3183039,https://image.cache.storm.mg/styles/smg-800x533-fp/s3/media/image/2020/06/13/20200613-113236_U13721_,"2020-11-10 00:10:01",None
None,Ettoday.net,ETtoday新聞雲,"疫情引爆第3次世界大戰！ 英參謀長憂：區域衝突誤判戰事將升級 - ETtoday","<ol><li>疫情引爆第3次世界大戰！ 英參謀長憂：區域衝突誤判戰事將升級  ETtoday 新聞雲
</li><li>武漢肺炎》英軍最高指揮官憂：疫情恐引發第三次世界大戰  自由時報電子報
</li><li>武漢肺炎疫情釀經濟危機英國防參謀長警告：恐引發第三次世界大戰| 國際  新頭殼
</li><li>英國參謀總長：全球不確定性恐增世界大戰風險| 新聞- Yahoo雅虎香港  雅虎香港",https://www.ettoday.net/news/20201109/1850070.htm,https://cdn2.ettoday.net/images/5257/d5257398.jpg,"2020-11-08 23:13:00",None
None,Storm.mg,廖綉玉,疫情露曙光！美國輝瑞宣布第3階段試驗結果：旗下新冠疫苗有效率逾90%,新冠肺炎（武漢肺炎）疫情嚴重衝擊全球，至今已奪走全球逾125萬人的性命，世界各地的科學家與製藥公司紛紛投入疫苗研發，...,https://www.storm.mg/article/3190237,https://image.cache.storm.mg/styles/smg-800x533-fp/s3/media/image/2020/11/09/20201109-095719_U7111_M,"2020-11-09 14:02:37",None
None,Storm.mg,黃天如,疫苗戰爭》研發時間縮短10倍，新冠肺炎疫苗安全嗎？,新冠肺炎（武漢肺炎）去年底突襲全人類，今年八月俄羅斯率先核准一款疫苗，十月十四日又核准第二支，美、英、中等大國也預告年底前會有疫苗研發上市...,https://www.storm.mg/article/3132164,https://image.cache.storm.mg/styles/smg-800x533-fp/s3/media/image/2020/10/21/20201021-055116_U8719_M,"2020-10-24 01:30:01","11010
2003SRAS3COVID-19COVID-19"
None,"udn 聯合新聞網",編譯田思怡／即時報導,"白宮再爆疫情！副總統幕僚長染疫 潘斯被列密切接觸者 - udn OOPS! 新鮮","<ol><li>白宮再爆疫情！副總統幕僚長染疫 潘斯被列密切接觸者  udn OOPS! 新鮮事
</li><li>歷年「拜習會」 美國會要求解密  自由時報電子報
</li><li>疫情燒到副總統身邊潘斯的幕僚長、高級顧問紛確診| 世界新聞網  世界日報
</li><li>快訊／美副總統彭斯幕僚長確診新冠！ 彭斯夫婦病毒檢測結果出爐  ETtoday 新聞雲
</li><li>武漢肺炎》",https://udn.com/news/story/120944/4962330,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2020/10/25/realtime/8830373.jpg&s=,"2020-10-25 04:14:05",24454222019COVID-194203...
None,"udn 聯合新聞網",記者張文馨／華盛頓即,"白宮疫情再爆發 幕僚長梅杜斯確診新冠肺炎 - udn OOPS! 新鮮事","<ol><li>白宮疫情再爆發 幕僚長梅杜斯確診新冠肺炎  udn OOPS! 新鮮事
</li><li>川普雪上加霜! 幕僚長確診武肺CNN:白宮官員開始疏遠川普  台灣蘋果日報
</li><li>選後「跳船」第一人！川普白宮幕僚已辭職 後續動向曝光  ETtoday 新聞雲
</li><li>白宮疫情再起！幕僚長梅多斯確診武漢肺炎  自由時報電子報
</li><li>路透：白宮幕僚長梅",https://udn.com/news/story/120944/4996347,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2020/11/07/1/9031698.jpg&s=Y&x=12&,"2020-11-07 04:15:04","24122019COVID-19BaltimoreJohns Hopkins University8306930241230851226"
None,"udn 聯合新聞網",轉角24小時,"皮草大國與武肺突變？丹麥急防疫1,500萬頭水貂「全境撲殺」",11月05日，丹麥。「丹麥全境撲殺染疫貂...皮草產業一命嗚呼？」全球最大貂皮生產國丹麥，在4日的疫情記者會上宣布，丹麥國內的多座水貂養殖場，發現水貂感染新型冠狀病毒（COVID-19，俗稱武漢肺炎）的案例，而且這些確診水貂身上的病毒不僅已經發生變異，同時境內也有12人感染了相同的病毒。儘管針對丹麥所謂的「突變病毒」尚未有完整確實的研究，但丹麥政府擔憂人畜共通、由貂傳染給人而演變成大規模擴散，而率,https://global.udn.com/global_vision/story/8662/4990647,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2020/11/05/1/9022015.jpg&x=0&y=0&s,"2020-11-05 09:17:24","4COVID-1910 
2020. 11. 05 
 1,500
...4COVID-19121,500
1,100Mink1,2001,7002020COVID-19
Mette Frederiksen412
... 
Danish Veterinary and Food AdministrationDanish Emergency Management AgencyGjol … [+122 chars]"
None,Storm.mg,盧逸峰,秋冬疫情再起？本週天天有確診、迄今已增15例,中央流行疫情指揮中心今（6）日因新冠肺炎（武漢肺炎）疫情召開記者會，發言人莊人祥指出，國內新增4例境外移入確診病例，分別自印尼及墨西哥入境...,https://www.storm.mg/article/3180729,https://image.cache.storm.mg/styles/smg-800x533-fp/s3/media/image/2020/10/22/20201022-020056_U6571_M,"2020-11-06 06:32:23","6415
5742021030114311615
103,389101,843573481553611(530)752343"
None,Storm.mg,中央社,秋冬防疫專案要來了！擴大篩檢、戴口罩規範趨嚴　旅遊泡泡有進展嗎？,武漢肺炎（新冠肺炎）疫情持續肆虐全球，中央流行疫情指揮中心指揮官陳時中今（11）日說，秋冬防疫專案大致方向已定案，預計18日公布；且說「...,https://www.storm.mg/article/3196206,https://image.cache.storm.mg/styles/smg-800x533-fp/s3/media/image/2020/08/26/20200826-033313_U6571_M,"2020-11-11 08:51:54",None
None,"udn 聯合新聞網",記者張睿廷／新北即時,"篩檢2次還驗不出陽性 陳時中：未來情形會越來越多 - UDN 聯合新聞網","<ol><li>篩檢2次還驗不出陽性 陳時中：未來情形會越來越多  UDN 聯合新聞網
</li><li>武肺599個案3採陰確診 陳時中：未來情況可能越多  自由時報電子報
</li><li>台確診數破600例！ 秋冬專案邊境、社區、檢驗從嚴@東森新聞CH51  東森新聞 CH51
</li><li>陳時中：入境擬擴大要求陰性證明  UDN 聯合新聞網
</li><li>武漢肺炎秋冬專案",https://udn.com/news/story/120940/5016503,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2020/11/15/realtime/9077480.jpg&s=,"2020-11-15 04:15:41","Road to Ultra: Taiwan 2020 ..."
None,Storm.mg,盧逸峰,紓困補助落幕、觀光基金見底　林佳龍點「5把火」救國旅,觀光旅宿業者在今年新冠肺炎（武漢肺炎）疫情中受重創，交通部雖在疫情趨緩後推出安心國旅及紓困補助，然而補助已漸落幕、正逢淡季開始，...,https://www.storm.mg/article/3192474,https://image.cache.storm.mg/styles/smg-800x533-fp/s3/media/image/2020/10/27/20201027-045338_U13204_,"2020-11-10 07:54:00",None
None,Chinatimes.com,吳映璠,"美單日確診破20萬創紀錄 拜登顧問：美將進入新冠地獄 - 中時新聞網 China","<ol><li>美單日確診破20萬創紀錄 拜登顧問：美將進入新冠地獄  中時新聞網 Chinatimes.com
</li><li>COVID-19 新冠病毒全球疫情懶人包台灣新增2例境外移入美國總確診數突破千萬例｜2020/11/10 14:10  ETtoday新聞雲
</li><li>「恐添20萬人命」美淪新冠地獄  UDN 聯合新聞網
</li><li>美國「過去24小時內」20萬確",https://www.chinatimes.com/realtimenews/20201111004018-260408,https://images.chinatimes.com/newsphoto/2020-11-11/900/20201111004145.jpg,"2020-11-11 07:12:30",None
None,Storm.mg,蔡娪嫣,美國新冠疫情再攀高峰，日增8.2萬人確診！「抗疫隊長」佛奇：川普缺席白宮疫情會議,《紐約時報》報導，美國正處於新冠肺炎（武漢肺炎）疫情最嚴重的危機當中，10月初以來，病例數量持續攀升，23日全美通報逾8萬2000新增病例...,https://www.storm.mg/article/3140587,https://image.cache.storm.mg/styles/smg-800x533-fp/s3/media/image/2020/07/02/20200702-014828_U720_M6,"2020-10-24 05:02:57","102382000
4041000Anthony Fauci23MSNBCDonald Trump
Mike Pence
3Sun Belt2147JHUTom Inglesby
771675687Raymond Embry4192Johnny Salinas Jr.67
715CDCCDCBrian KempKeisha Lance Bottoms"
None,"udn 聯合新聞網",華盛頓30日綜合外電,"美國新冠肺炎單日確診破10萬 刷新全球紀錄 - UDN 聯合新聞網","<ol><li>美國新冠肺炎單日確診破10萬 刷新全球紀錄  UDN 聯合新聞網
</li><li>60歲台男自印度返台確診 同班機19人列居家隔離對象  Yahoo奇摩新聞
</li><li>武漢肺炎》美單日確診逾9萬創新高 全國飆破900萬例  自由時報電子報
</li><li>確診激增 餐廳面臨新一波營業限制  世界日報
</li><li>新冠肺炎10月31日全球最新情報  UDN ",https://udn.com/news/story/120944/4978654,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2020/10/31/98/8912892.jpg&s=Y&x=0&,"2020-10-31 08:38:36","(Regeneron Pharmaceuticals Inc)30(Johnson &amp; Johnson)1218"
None,"udn 聯合新聞網",華盛頓24日綜合外電,"美國疫情升溫連兩天單日新增病例刷新紀錄| 聯合新聞網：最懂你的新聞網站 - UD","<ol><li>美國疫情升溫連兩天單日新增病例刷新紀錄| 聯合新聞網：最懂你的新聞網站  UDN 聯合新聞網
</li><li>美國增8.8萬人確診武漢肺炎 連2天創單日新高  中央社即時新聞
</li><li>冬季室內活動增，美確診數飆歷史高！白宮：疫情不可控  科技新報 TechNews
</li><li>美疫情加劇 連2天單日新增病例破紀錄  Yahoo奇摩新聞
</li><li>第",https://udn.com/news/story/120944/4962837,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2020/10/25/98/8832489.jpg&s=Y&x=0&,"2020-10-25 08:33:24","Johns Hopkins University22019
238308302019COVID-198897379963
8568625224751
5035
24700800906
Donald Trump113JoeBiden
Barack Obama
North Carolina"
None,Storm.mg,鍾巧庭,美國總統大選》控醫師為賺錢浮報新冠死亡數　川普的最後一博：別管病毒了，讓我們向前,新冠肺炎（武漢肺炎）疫情是2020美國大選的一大主軸，與猛攻川普抗疫不力的民主黨候選人拜登相比，陷入苦戰的現任總統川普雖也在選前狂打「...,https://www.storm.mg/article/3166959,https://image.cache.storm.mg/styles/smg-800x533-fp/s3/media/image/2020/11/02/20201102-115416_U11552_,"2020-11-02 07:10:01","2020
FiveThirtyEight39.4%57.6%Donald Trump202110314
In the final run up to Election Day, the United States has hit its worst spike in cases of COVID-19 since the pandemic began https://t.co/Z9cGXdT… [+78 chars]"
None,"udn 聯合新聞網",編譯易起宇／綜合外電,"美股早盤狂漲逾1400點 輝瑞新冠疫苗取得重大突破 - udn OOPS! 新鮮","<ol><li>美股早盤狂漲逾1400點 輝瑞新冠疫苗取得重大突破  udn OOPS! 新鮮事
</li><li>輝瑞實驗性新冠肺炎疫苗3期試驗 預防疾病保護效力達90%  Yahoo奇摩新聞
</li><li>疫苗突破性進展提振 國際油價一度飆逾9%  Anue鉅亨
</li><li>武漢肺炎》輝瑞：與BNT合作疫苗有效率達90％  自由時報電子報
</li><li>疫情曙光| 輝瑞:",https://udn.com/news/story/6811/5002052,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2020/11/09/realtime/9045179.jpg&s=,"2020-11-09 14:48:51","9PfizerBioNTech90%
1,435.755.07%5003.74%1.49%2.71%ADR0.22%
BioNTech90%50%60%
39.44%20.94%14.61%"
None,Storm.mg,羅立邦,若紓困到年底業績還是很爛　柯文哲：可能要考慮轉行,新冠肺炎（武漢肺炎）疫情造成全球經濟受損，台北市長柯文哲23日提出台北市今年9至12月的振興紓困措施，有稅籍者若能證明營業較去年衰退，...,https://www.storm.mg/article/3138509,https://image.cache.storm.mg/styles/smg-800x533-fp/s3/media/image/2020/10/23/20201023-122938_U4040_M,"2020-10-23 11:23:38",None
None,"udn 聯合新聞網",編譯陳韋廷／即時報導,"英國藥廠：老人與年輕人接種新冠疫苗後 均產生免疫反應 - UDN 聯合新聞網","<ol><li>英國藥廠：老人與年輕人接種新冠疫苗後 均產生免疫反應  UDN 聯合新聞網
</li><li>武漢肺炎︱金融時報：牛津疫苗對老年者也有用成功產生大量抗體  台灣蘋果日報
</li><li>英藥商攜手牛津大學拚武漢肺炎疫苗 老人年輕人接種反應佳  中央社即時新聞
</li><li>新冠疫苗再傳佳音！老人接種牛津疫苗產生強大免疫反應  UDN 聯合新聞網
</li><li>阿斯",https://udn.com/news/story/120944/4965322,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2020/10/26/realtime/8842604.jpg&s=,"2020-10-26 10:00:09","(NIAID)(Anthony Fauci)2512..."
None,"udn 聯合新聞網",倫敦30日專電,"英格蘭每天逾5萬人染疫 專家籲全面封鎖 - UDN 聯合新聞網","<ol><li>英格蘭每天逾5萬人染疫 專家籲全面封鎖  UDN 聯合新聞網
</li><li>武漢肺炎》美單日確診逾9萬創新高 全國飆破900萬例  自由時報電子報
</li><li>歐洲累計確診破千萬大關 美國單日確診9萬創新高  RFI - 法國國際廣播電台
</li><li>新冠肺炎10月31日全球最新情報  UDN 聯合新聞網
</li><li>全加新增近3千確診緬省193例單日",https://udn.com/news/story/120944/4977236,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2020/10/11/realtime/8727326.jpg&s=,"2020-10-30 15:55:04","ONS201950%52000
29230652019COVID-19280965340
51900352002790010011401
2
Imperial College LondonREACT960009
King's College London32000
3
BBCSAGEJeremy Farrar
Loughborough UniversityDuncan Rober… [+36 chars]"
None,"udn 聯合新聞網",轉角24小時,薛丁格的重返瘟疫現場？日本要爆不爆「第三波疫情危機」,"11月13日，日本。「說要最大警戒...但政府真的有緊張感嗎？」日本12日公布新型冠狀病毒（COVID-19，俗稱武漢肺炎）的疫情感染，全國單日確診人數1,661人，創下日本疫情爆發以來最高紀錄，其中北海道感染236人，同樣刷新了春季以來的感染數字。同時首都圈的東京都，從10月底以來依然有多次超過300人以上感染，面對冬季的疫情復甦跡象，日本醫師會呼籲政府應該要嚴防「第三波感染」的來襲。然而現階段",https://global.udn.com/global_vision/story/8662/5011709,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2020/11/13/1/9065866.jpg&x=0&y=0&s,"2020-11-13 04:37:14","2020. 11. 13 
...12COVID-191,661236JMAGoTo
121,661393236231114,538
4579911
121,661393236231114,538 
NGOJMA1110
GoToGoToGoTo
JMA12
GoToGoTo10
JMA2 
1214GoTo
13GoTo
13 
GoTo
GoToGoTo
GoT… [+23 chars]"
None,Storm.mg,中央社,觀光勝地變鬼城！祕魯疫情重創旅遊業　「全球最佳」導遊改賣冰維生,巴葉斯原本是位赫赫有名的導遊，帶著世界領袖、流行歌手，甚至公主，遊覽曾為印加王國的秘魯各地，但受到武漢肺炎疫情影響，...,https://www.storm.mg/article/3164959,https://image.cache.storm.mg/styles/smg-800x533-fp/s3/media/image/2020/11/01/20201101-061501_U11552_,"2020-11-01 11:30:01","Efraín VallesAndesCuzco2019COVID-19130
Machu Picchu2260002/3
In Peru's Cuzco, pandemic devastates tourism and economy (from @AP) By @franklinbriceno &amp; photos by @MartinMejiaShttps://t.co/65Dxrb… [+122 chars]"
None,"udn 聯合新聞網",巴黎9日綜合外電報導,"輝瑞實驗性疫苗3期試驗 保護效力達90% - 經濟日報","<ol><li>輝瑞實驗性疫苗3期試驗 保護效力達90%  經濟日報
</li><li>輝瑞實驗性新冠肺炎疫苗3期試驗 預防疾病保護效力達90%  Yahoo奇摩新聞
</li><li>疫苗突破性進展提振 國際油價一度飆逾9%  Anue鉅亨
</li><li>武漢肺炎》輝瑞：與BNT合作疫苗有效率達90％  自由時報電子報
</li><li>美股早盤狂漲逾1400點 輝瑞新冠疫苗取得重大",https://money.udn.com/money/story/5599/5001799,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2020/07/14/realtime/8183899.jpg&s=,"2020-11-09 13:21:19","PfizerBioNTech2019COVID-193COVID-1990%
27128
Albert BourlaCOVID-193COVID-19
20205000202113"
